Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
968;100101;HUANUCO;HUANUCO;HUANUCO;-9.9298454;-76.2432653;PUESTO DE SALUD CASHAPAMPA;OTROS CENTRO POBLADO DE CASHAPAMPA S/N NUMERO S/N DISTRITO MONZON PROVINCIA HUAMALIES DEPARTAMENTO HUANUCO;I-1;DISTRITAL;PROVINCIAL;1
8083;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.77078206;-79.82084709;Establecimiento de Salud FAP Hospital Regional del Norte Chiclayo;CARRETERA CARRETERA POMALCA S/N NUMERO S/N DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
10236;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;POLICLINICO DE SALUD PNP - JULIACA;Jr.NUEVA ZELANDA S/N CUADRA SEIS - LA CAPILLA NUMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
7948;70101;CALLAO;CALLAO;CALLAO;-12.0150475;-77.097146;CENTRO DE ATENCION PRIMARIA CAP III LUIS NEGREIROS VEGA;AVENIDA AVENIDA TOMAS VALLE CDRA 34 S/N NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
25643;50104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1847105;-74.22242592;"PUESTO DE SALUD MILITAR ""FUERTE LOS POCKRAS""";AVENIDA LIBERTADORES NUMERO S/N DISTRITO CARMEN ALTO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
26671;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59125168;-69.20016332;CENTRO DE SALUD MENTAL COMUNITARIO PUERTO MALDONADO;IGNACIO MERINO S/N POR EL COLISEO CERRADO POR LA LOZA DEPORTIVA DE AAHH MIRAFLORES TAMBOPATA TAMBOPATA MADRE DE DIOS;I-3;DISTRITAL;PROVINCIAL;0
6244;70101;CALLAO;CALLAO;CALLAO;-11.99509597;-77.12492365;PUESTO DE SALUD 200 MILLAS;AVENIDA MZ L  LOTE 3-4  I  ETAP. URB.200 MILLAS  (KM.5.5 AV.GAMBETTA) DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
3748;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.45005667;-73.965545;PUESTO DE SALUD VILLA MEJORADA;PLAZA PLAZA PRINCIPAL VILLA MEJORADA DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3561;50104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.17762185;-74.21914362;PUESTO DE SALUD POKRAS;AVENIDA AV POKRAS S/N NUMERO S/N DISTRITO CARMEN ALTO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3651;50403;AYACUCHO;HUANTA;HUAMANGUILLA;-13.02510167;-74.15692167;PUESTO DE SALUD QUITURARA;PLAZA PLAZA PRINCIPAL DE QUITURARA DISTRITO HUAMANGUILLA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
1288;40113;AREQUIPA;AREQUIPA;POCSI;-16.5179115;-71.38953157;PUESTO DE SALUD POCSI;OTROS MZ 0 LT 2 DISTRITO POCSI PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-1;PROVINCIAL;DISTRITAL;0
5847;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-12.0105371;-76.9792263;CENTRO DE SALUD MANGOMARCA;AVENIDA AV. EL SANTUARIO S/N(CDRA. 24 S/N) URB. MANGOMARCA NUMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
6248;70101;CALLAO;CALLAO;CALLAO;-12.02515855;-77.10084785;PUESTO DE SALUD POLIGONO IV;OTROS AA.HH. BOCANEGRA - SECTOR V AA.HH. BOCANEGRA - SECTOR V CALLAO CALLAO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
3664;50405;AYACUCHO;HUANTA;LURICOCHA;-12.91814667;-74.29727833;PUESTO DE SALUD AZANGARO;PLAZA PLAZA PRINCIPAL DE AZANGARO DISTRITO LURICOCHA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
26983;70104;CALLAO;CALLAO;LA PERLA;-12.06951082;-77.13151487;CENTRO DE SALUD MENTAL COMUNITARIO LA PERLA;AVENIDA LA PAZ CUADRA 3 LA PERLA CALLAO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
27464;40103;AREQUIPA;AREQUIPA;CAYMA;-16.3426764;-71.5427212;CENTRO DE SALUD MENTAL COMUNITARIO CAYMA;OTROS COMPLEJO HABITACIONAL DEAN VALDIVIA SECTOR 12 MANZANA M12 LOTE 1 ULTIMO PARADERO DE SOL DE ORO CAYMA AREQUIPA AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
21228;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.09018343;-79.00239931;CENTRO DE SALUD MENTAL COMUNITARIA TRUJILLO DRA. FRIDA ALAYZA COSSAçO;AVENIDA CESAR VALLEJO/ MZ 45 AA. HH. HUERTA BELLA NUMERO S/N DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
6291;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.85579333;-77.24328833;PUESTO DE SALUD ATUMPLAYA;OTROS CAS. ATUMPLAYA S-N DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-2;DISTRITAL;PROVINCIAL;0
3412;110104;ICA;ICA;OCUCAJE;-14.36473833;-75.68530833;PUESTO DE SALUD CORDOVA;CALLE CALLE PRINCIPAL S/N NUMERO S/N DISTRITO OCUCAJE PROVINCIA ICA DEPARTAMENTO ICA;I-2;PROVINCIAL;DISTRITAL;0
2918;230101;TACNA;TACNA;TACNA;-18.01252003;-70.23112703;CENTRO DE SALUD LA NATIVIDAD;CALLE ENRIQUE LOPEZ ALBUJAR NUMERO 1859 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-3;DISTRITAL;PROVINCIAL;0
31572;200101;PIURA;PIURA;PIURA;-5.2009794;-80.631336;CONSULTORIO INTEGRAL DE LA MUJER E.I.R.L;AVENIDA LORETO NUMERO 389 PISO 2 DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-2;DISTRITAL;PROVINCIAL;1
30686;30213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.66289417;-73.35050107;CENTRO DE SALUD MENTAL COMUNITARIO SAN JERONIMO;AVENIDA JOSE MARIA ARGUEDAS NUMERO S/N DISTRITO SAN JERONIMO PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-3;PROVINCIAL;DISTRITAL;0
31651;230101;TACNA;TACNA;TACNA;-18.0069283;-70.2394418;CENTRO DE SALUD MENTAL COMUNITARIO UNIVERSITARIO JORGE BASADRE;AVENIDA GUSTAVO PINTO CON AV BOLOGNESI NUMERO S/N DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-2;DISTRITAL;PROVINCIAL;0
26131;150110;LIMA;LIMA;COMAS;-11.9374701;-77.0534924;CONSULTORIO MEDICO DE SEDAPAL- SEDE COMAS;AVENIDA VICTOR ANDRES BELAUNDE NUMERO 570 DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
34031;180301;MOQUEGUA;ILO;ILO;-17.65242835;-71.33664585;C.S. PAMPA INALAMBRICA;AVENIDA 1 C 1 A ESPALDA DEL HOSPITAL ILO ILO ILO MOQUEGUA;I-3;DISTRITAL;PROVINCIAL;0
33478;110101;ICA;ICA;ICA;-14.0759353;-75.725775;"CENTRO DE SALUD MENTAL COMUNITARIO ""CRISTO MORENO DE LUREN""";CALLE HUACACHINA NUMERO 188 DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA;I-3;DISTRITAL;PROVINCIAL;0
34970;40107;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.4408759;-71.5553461;CENTRO DE ATENCION PRIMARIA II HUNTER;AVENIDA PARIS NUMERO 506 DISTRITO JACOBO HUNTER PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
35683;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.7061836;-79.9136223;CENTRO DE SALUD MENTAL COMUNITARIO NAYLAMP LAMBAYEQUE;AVENIDA FERNANDO BELAUNDE TERRY NUMERO 140 MANZANA Aë LOTE 4 DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-2;DISTRITAL;PROVINCIAL;1
36594;50110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.1662781;-74.2185039;CENTRO DE SALUD NAZARENO;CIRO ALEGRIA NUMERO 800 DISTRITO JESUS NAZARENO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
36317;50102;AYACUCHO;HUAMANGA;ACOCRO;-13.20101598;-74.0137533;PUESTO DE SALUD PARCCAHUANCA;"PARCCAHUANCA NUMERO S/N MANZANA ""Q"" LOTE 1 DISTRITO ACOCRO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO";I-1;PROVINCIAL;DISTRITAL;0
35717;150136;LIMA;LIMA;SAN MIGUEL;-12.08178235;-77.10132729;CENTRO DE SALUD MENTAL COMUNITARIO EXCELENCIA SAN MIGUEL;AVENIDA AV LA PAZ 2008 1 SAN MIGUEL LIMA LIMA;I-3;PROVINCIAL;DISTRITAL;0
3580;50106;AYACUCHO;HUAMANGA;OCROS;-13.32383422;-73.88846748;PUESTO DE SALUD MAYABAMBA;PLAZA PLAZA PRINCIPAL DISTRITO OCROS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
3581;50106;AYACUCHO;HUAMANGA;OCROS;-13.34740621;-73.90147439;PUESTO DE SALUD CCERAOCRO;PLAZA PLAZA PRINCIPAL DISTRITO OCROS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
10255;70105;CALLAO;CALLAO;LA PUNTA;-12.07136543;-77.16652238;PUESTO DE SALUD DE LA ESCUELA NAVAL;CALLE CA. MEDINA S/N S/N CA. MEDINA S/N LA PUNTA CALLAO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
20825;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0419882;-76.9700669;PUESTO DE SALUD DEL E.P. SAN CRISTOBAL MOYOBAMBA;PROLONGACION PROLONGACION 25 DE MAYO - SECTOR SHANGO PARTE ALTA BARRIO BELAâN - MOYOBAMBA DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
29844;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;CENTRO DE SALUD MENTAL COMUNITARIO SAN MIGUEL ARCANGEL;AEROPUERTO NUMERO 266 URBANIZACION SAN JOSE II ETAPA DISTRITO SAN MIGUEL PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
3608;50107;AYACUCHO;HUAMANGA;PACAYCASA;-13.0694525;-74.25503809;PUESTO DE SALUD LA COMPAAëIA;PLAZA PLAZA PRINCIPAL DISTRITO PACAYCASA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3610;50113;AYACUCHO;HUAMANGA;TAMBILLO;-13.11385346;-74.19321806;PUESTO DE SALUD MUYURINA;PLAZA PLAZA PRINCIPAL MUYURINA DISTRITO TAMBILLO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
12822;150141;LIMA;LIMA;SURQUILLO;-12.11321922;-77.02318933;CENTRO ODONTOLOGICO PNP ANGAMOS;AVENIDA AV ANGAMOS ESTE 833-835 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
1332;40108;AREQUIPA;AREQUIPA;LA JOYA;-16.68625167;-71.88604;PUESTO DE SALUD SAN CAMILO 6;OTROS IRRIGACION SAN CAMILO CENTRO DE SERVICIOS S/N NUMERO S/N DISTRITO LA JOYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
1333;40108;AREQUIPA;AREQUIPA;LA JOYA;-16.57853458;-71.83847869;PUESTO DE SALUD SAN JOSE;OTROS SAN JOSE PANAMERICANA S/N NUMERO S/N DISTRITO LA JOYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
1337;40120;AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;-16.20651208;-72.0532905;PUESTO DE SALUD PITAY;OTROS ANEXO RANCHERIA S/N NUMERO S/N DISTRITO SANTA ISABEL DE SIGUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-1;PROVINCIAL;DISTRITAL;0
3676;50402;AYACUCHO;HUANTA;AYAHUANCO;-12.59448371;-74.33137806;CENTRO DE SALUD VIRACOCHAN;PLAZA PRINCIPAL DE VIRACOCHAN NUMERO S/N DISTRITO AYAHUANCO PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
4372;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.70073667;-79.91441167;CENTRO DE SALUD SAN MARTIN-LAMBAYEQUE;CALLE CALLE SAN ANTONIO N∫ 299 DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
3649;50411;AYACUCHO;HUANTA;PUCACOLPA;-12.36005439;-74.52296092;PUESTO SALUD SACHABAMBA HUANTA;PLAZA PLAZA PRINCIPAL DE SACHABAMBA DISTRITO PUCACOLPA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3650;50403;AYACUCHO;HUANTA;HUAMANGUILLA;-13.01059167;-74.17549167;CENTRO DE SALUD HUAMANGUILLA;AVENIDA AV.AYACUCHO S/N NUMERO S/N DISTRITO HUAMANGUILLA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
6224;70101;CALLAO;CALLAO;CALLAO;-12.05330245;-77.11991231;PUESTO DE SALUD JOSE BOTERIN;PARQUE PARQUE  N∫ 3 AA.HH. JOSE BOTERIN DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;1
6226;70101;CALLAO;CALLAO;CALLAO;-12.04658449;-77.13717664;PUESTO DE SALUD PUERTO NUEVO;AVENIDA AV. GRAU S/N AA.HH. PUERTO NUEVO NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
5814;150102;LIMA;LIMA;ANCON;-11.77452348;-77.17275823;CENTRO DE SALUD MATERNO INFANTIL ANCON;JR. LOA 595 ANCON JR. LOA 595 ANCON ANCON LIMA LIMA;I-4;PROVINCIAL;DISTRITAL;0
6194;150101;LIMA;LIMA;LIMA;-12.0367561;-77.0598619;CENTRO DE SALUD VILLA MARIA PERPETUO SOCORRO;JR. VILLA MARIA 745 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;DISTRITAL;PROVINCIAL;2
8292;150108;LIMA;LIMA;CHORRILLOS;-12.1601295;-77.0189409;"CENTRO MEDICO DE LA ESCUELA MILITAR DE CHORRILLOS ""CORONEL FRANCISCO BOLOGNESI""";AVENIDA AVENIDA ESCUELA MILITAR S/N CHORRILLOS NUMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;1
8146;70106;CALLAO;CALLAO;VENTANILLA;-11.8865243;-77.1243942;CENTRO DE ATENCION PRIMARIA III HERMANA MARIA DONROSE SUTMAñLLER;AVENIDA AVENIDA GONZALES GANOZA S/N I SECTOR IZQUIERDO URB ANTONIO MORENO DE CACERES NUMERO S/N DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-3;PROVINCIAL;DISTRITAL;0
1238;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.38917198;-71.5690034;CENTRO DE SALUD MARISCAL CASTILLA;AVENIDA AV. GARCILAZO DE LA VEGA 719-URB. MARISCAL CASTILLA AV. GARCILAZO DE LA VEGA 719-URB. MARISCAL CASTILLA CERRO COLORADO AREQUIPA AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1292;40110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.383061;-71.511274;CENTRO DE SALUD EDIFICADORES MISTI;CALLE CALLE RICARDO PALMA 307-309 CALLE RICARDO PALMA 307-309 MIRAFLORES AREQUIPA AREQUIPA;I-4;PROVINCIAL;DISTRITAL;0
1303;40102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.36894101;-71.51926396;PUESTO DE SALUD SAN JUAN BAUTISTA;"OTROS INDEPENDENCIA, ZONA ""B"" DISTRITO ALTO SELVA ALEGRE PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA";I-2;PROVINCIAL;DISTRITAL;0
1310;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.41573556;-71.51264284;CENTRO DE SALUD MANUEL PRADO;CALLE CALLE AREQUIPA 202 URB. MANUEL PRADO DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1260;40123;AREQUIPA;AREQUIPA;TIABAYA;-16.45055632;-71.59014322;CENTRO DE SALUD TIABAYA;CALLE CALLE PAZ SOLDAN S/N NUMERO S/N DISTRITO TIABAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1261;40105;AREQUIPA;AREQUIPA;CHARACATO;-16.46839351;-71.48537775;CENTRO DE SALUD DE CHARACATO;OTROS ESQUINA SANTA ANA CON SOCABAYA CHARACATO DISTRITO CHARACATO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1271;40122;AREQUIPA;AREQUIPA;SOCABAYA;-16.47323411;-71.52829799;CENTRO DE SALUD SAN FERNANDO;OTROS CACAHUARA S/N-SOCABAYA NUMERO S/N DISTRITO SOCABAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
6268;70106;CALLAO;CALLAO;VENTANILLA;-11.87633106;-77.13753281;PUESTO DE SALUD DEFENSORES DE LA PATRIA;OTROS MZA E4 - LOTE 7 AA.HH. DEFENSORES DE LA PATRIA DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6187;150101;LIMA;LIMA;LIMA;-12.0359928;-77.0722189;CENTRO DE SALUD MIRONES BAJO;JR. BRUNO TERREROS 144 JR. BRUNO TERREROS 144 LIMA LIMA LIMA;I-3;DISTRITAL;PROVINCIAL;0
6189;150101;LIMA;LIMA;LIMA;-12.0410293;-77.0688186;PUESTO DE SALUD PALERMO;AVENIDA MZ L LOTE 20 AAHH 1¬∞ DE SETIEMBRE ALT CUADRA 21 AV MATERIALES DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;DISTRITAL;PROVINCIAL;0
6101;150123;LIMA;LIMA;PACHACAMAC;-12.1168591;-76.8701889;PUESTO DE SALUD COLLANAC;AVENIDA AV. VICTOR MALASQUEZ  KM 5.5 SECTOR 24 DE JUNIO -COLLANAC AV. VICTOR MALASQUEZ  KM 5.5 SECTOR 24 DE JUNIO -COLLANAC PACHACAMAC LIMA LIMA;I-2;PROVINCIAL;DISTRITAL;0
6267;70106;CALLAO;CALLAO;VENTANILLA;-11.84677854;-77.15225242;PUESTO DE SALUD CIUDAD PACHACUTEC;OTROS MZA.G -LOTE3 AAHH LA UNION PACHACUTEC DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6225;70101;CALLAO;CALLAO;CALLAO;-12.04850915;-77.13307953;PUESTO DE SALUD  SAN JUAN BOSCO;CALLE CONTRALMIRANTE MORA CDRA. 5 (CALLE NAUTA 122) DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
10834;150810;LIMA;HUAURA;SANTA MARIA;-11.1078699;-77.5876875;POSTA MEDICA POLICIAL HUACHO;AVENIDA AV. CENTENARIO ESQUINA CON CALLE 28 DE JULIO SA BARTOLOMAâ II ETAPA DISTRITO SANTA MARIA PROVINCIA HUAURA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
3657;50407;AYACUCHO;HUANTA;SIVIA;-12.59179;-73.8554;PUESTO DE SALUD CCACCAS;PLAZA PLAZA PRINCIPAL DE CCACCAS DISTRITO HUANTA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3546;50102;AYACUCHO;HUAMANGA;ACOCRO;-13.28459329;-74.04071852;CENTRO DE SALUD CHONTACA;OTROS COMUNIDAD DE CHONTACA DISTRITO ACOCRO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
15471;150131;LIMA;LIMA;SAN ISIDRO;-12.1083451;-77.053404;CENTRO DE ATENCION PRIMARIA-CAP III SAN ISIDRO-ESSALUD;AVENIDA AV. PEREZ ARANIBAR 1551 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
15075;150123;LIMA;LIMA;PACHACAMAC;-12.1096968;-76.8624313;CENTRO DE SALUD CLAS JUAN PABLO II;OTROS MANZANA K8 LOTE 5B, SECTOR LOS JARDINES HUERTOS DE MANCHAY DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
28678;150105;LIMA;LIMA;BRE—A;-12.0541636;-77.0451294;"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN CLEMENTE""";AVENIDA A 514 1 1 TALARA  ALTA ANTES DE LLEGAR AL PEAJE DE TALARA PARIAëAS TALARA PIURA;I-3;PROVINCIAL;DISTRITAL;0
6910;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.43442;-73.9806112;PUESTO DE SALUD AREQUIPA;PLAZA PLAZA PRINCIPAL DEL C.P. DE AREQUIPA DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
1313;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.43390621;-71.49110665;CENTRO DE SALUD NUEVA ALBORADA;OTROS ASENTAMIENTO HUMANO NUEVA ALBORADA DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1307;40110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.371812;-71.500306;CENTRO DE SALUD MATEO PUMACAHUA;OTROS UPIS MATEO PUMACAHUA E - 39 DISTRITO MIRAFLORES PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1939;200111;PIURA;PIURA;LAS LOMAS;-4.68794764;-80.06977766;PUESTO DE SALUD SAN FRANCISCO DE PAMPA ELERA;OTROS CASERIO SAN FRANCISCO DE PAMPA ELERA DISTRITO LAS LOMAS PROVINCIA PIURA DEPARTAMENTO PIURA;I-1;PROVINCIAL;DISTRITAL;0
6362;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.48597333;-76.372355;CENTRO DE SALUD NUEVE DE ABRIL;JR.PROGRESO N¬∞ 324 DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;0
29841;211101;PUNO;SAN ROMAN;JULIACA;-15.47996082;-70.14428713;Centro de Salud Mental Comunitario Divino NiA±o Jesus;PASAJE Las Violetas MANZANA A1 LOTE 05 URBANIZACION Guardia Civil DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
6898;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.12992682;-74.23280243;CENTRO DE  SALUD MOLLEPATA;OTROS COMUNIDAD DE MOLLEPATA DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;PROVINCIAL;0
3544;50102;AYACUCHO;HUAMANGA;ACOCRO;-13.21818164;-74.04168321;PUESTO DE  SALUD ACOCRO;OTROS ACOCRO DISTRITO ACOCRO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
25870;180301;MOQUEGUA;ILO;ILO;-17.64437606;-71.34377752;POSTA MEDICA POLICIAL ILO;ZEPITA NUMERO 612 DISTRITO ILO PROVINCIA ILO DEPARTAMENTO MOQUEGUA;I-2;DISTRITAL;PROVINCIAL;0
30156;50114;AYACUCHO;HUAMANGA;VINCHOS;-13.28191321;-74.37212678;PUESTO DE SALUD QASANCCAY;CALLE PRINCIPAL DE QASANCCAY NUMERO S/N DISTRITO VINCHOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
6250;70104;CALLAO;CALLAO;LA PERLA;-12.06951429;-77.11778466;PUESTO DE SALUD ALTA MAR;AVENIDA AV. DOS DE MAYO N∫ 640 DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
3598;50110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.17403286;-74.20882998;CENTRO DE SALUD DE SAN JUAN BAUTISTA;AVENIDA AV. LAS MALVINAS  250 - 288-CIUDAD DE LAS AMERICAS DISTRITO SAN JUAN BAUTISTA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-4;PROVINCIAL;DISTRITAL;0
27190;60111;CAJAMARCA;CAJAMARCA;NAMORA;-7.2038055;-78.3244788;PUESTO DE SALUD QUELLUACOCHA;CAMINO AFIRMADO VIA NAMORA QUELLUACOCHA COMUNIDAD QUELLUACOCHA NAMORA NAMORA CAJAMARCA CAJAMARCA;I-1;PROVINCIAL;DISTRITAL;0
