Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
10367;50410;AYACUCHO;HUANTA;UCHURACCAY;-12.7590439;-74.14695235;PUESTO DE SALUD HUAYNACANCHA;PLAZA PLAZA PRINCIPAL DE HUAYNACANCHA DISTRITO UCHURACCAY PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
20629;200101;PIURA;PIURA;PIURA;-5.1782884;-80.6548882;POSTA MEDICA SECHURA;OTROS AA.HH. VICTOR RAUL   I ETAPA LAS ORQUIDEAS AA.HH. VICTOR RAUL   I ETAPA LAS ORQUIDEAS SECHURA SECHURA PIURA;I-2;PROVINCIAL;PROVINCIAL;0
12235;200101;PIURA;PIURA;PIURA;-5.1957226;-80.626865;CENTRO DE ATENCIAìN PRIMARIA CAP III METROPOLITANO- ESSALUD;OTROS ESQUINA ICA - TACNA N¬∞ 388 - CERCADO DE PIURA DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-3;DISTRITAL;PROVINCIAL;0
17461;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.4759016;-76.3627263;PUESTO DE SALUD DEL E.P. TARAPOTO;AVENIDA AV. CIRCUNVALACIAíN CUDRA 10 S/N NUMERO S/N DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;1
18171;150108;LIMA;LIMA;CHORRILLOS;-12.1567124;-77.0190155;POLICLINICO MILITAR CHORRILLOS;AVENIDA AV: ESCUELA MILITAR S/N VILLA MILITAR OESTE NUMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-4;PROVINCIAL;DISTRITAL;0
3747;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.45283667;-73.94549667;PUESTO DE SALUD YARURI;PLAZA PLAZA PRINCIPAL YARURI DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
29354;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1638737;-74.2235641;"CENTRO DE SALUD MILITAR DE LA SEGUNDA BRIGADA DE INFANTERIA ""WARI""";AVENIDA EJERCITO NUMERO S/N DISTRITO ANDRES AVELINO CACERES D. PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;PROVINCIAL;0
5629;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9370395;-76.9709422;CENTRO DE SALUD ENRIQUE MONTENEGRO;AVENIDA AV.WIESSE S/N ENRIQUE MONTENEGRO (COSTADO COLEGIO NESTOR ESCUDERO - CRUCE CALLE 10) NUMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;1
11702;131201;LA LIBERTAD;VIRU;VIRU;-8.4142357;-78.7527095;"CENTRO DE SALUD ""VICTOR SOLES GARCIA""";AVENIDA AVENIDA VICTOR RAUL S/N SECTOR SAN LUIS NUMERO S/N DISTRITO VIRU PROVINCIA VIRU DEPARTAMENTO LA LIBERTAD;I-4;DISTRITAL;PROVINCIAL;0
18438;240101;TUMBES;TUMBES;TUMBES;-3.5037058;-80.3909164;CENTRO DE SALUD - E.P. TUMBES-ORN-INPE;OTROS PANAMERICANA NORTE CRUCE CON PUERTO PIZARRO DISTRITO TUMBES PROVINCIA TUMBES DEPARTAMENTO TUMBES;I-2;DISTRITAL;PROVINCIAL;0
24497;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.7700798;-79.8549907;"CENTRO ESPECIALIZADO DE SALUD MENTAL COMUNITARIA -  ""CHICLAYO""";"AVENIDA FERNANDO BELAUNDE TERRY ""L"" 15 EL INGENIERO CRUCE DE OVALO ENTRE ZARUMILLA Y BELAUNDE - FRENTE A PASAJE RAMAìN HERRERA. CHICLAYO CHICLAYO LAMBAYEQUE";I-2;DISTRITAL;PROVINCIAL;0
25198;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.70213204;-79.91085983;"CENTRO MEDICO MILITAR ""DIVINO NIAëO DEL MILAGRO DE ETEN""";CALLE GRAU NUMERO S/N DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
8378;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1507658;-76.9886831;POLICLINICO PROCERES;"ALAMEDA MANUEL PEREZ TUDELA BLOCK ""D"" ""B"" DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA";I-3;PROVINCIAL;DISTRITAL;0
2907;230111;TACNA;TACNA;LA YARADA LOS PALOS;-18.33541629;-70.39374416;PUESTO DE SALUD SANTA ROSA;OTROS BALNEARIO SANTA ROSA S/N LA YARADA LOS PALOS TACNA TACNA;I-1;PROVINCIAL;DISTRITAL;0
13307;40110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.3955181;-71.5093785;POSTA MEDICA SANTA RITA DE SIGUAS;CALLE CALLE AUGUSTO GUILARDI 405 DISTRITO SANTA RITA DE SIHUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
30223;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN ISIDRO LABRADOR""";JUAN VELASCO ALVARADO CON ATAHUALLPA NUMERO S/N URBANIZACION SAN ISIDRO DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
24947;50411;AYACUCHO;HUANTA;PUCACOLPA;-12.4207615;-74.46174658;PUESTO DE SALUD CHACHASPATA;CARRETERA CENTRO POBLADO CHACHASPATA NUMERO S/N DISTRITO PUCACOLPA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
6191;150101;LIMA;LIMA;LIMA;-12.0428657;-77.0387974;CENTRO DE SALUD SAN SEBASTIAN;JR. ICA 774-778 JR. ICA 774-778 LIMA LIMA LIMA;I-3;DISTRITAL;PROVINCIAL;0
1300;40102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.37219268;-71.50965501;CENTRO DE SALUD APURIMAC;CALLE CALLE HUARAZ S/N ESQUINA CON CALLE 22 DE FEBRERO PPJJ APURIMAC NUMERO S/N DISTRITO ALTO SELVA ALEGRE PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
3563;50105;AYACUCHO;HUAMANGA;CHIARA;-13.39119733;-74.26597512;PUESTO DE SALUD ALLPACHACA;OTROS COMUNIDAD ALLPACHACA DISTRITO CHIARA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
6097;150123;LIMA;LIMA;PACHACAMAC;-12.1874984;-76.867652;PUESTO DE SALUD PICAPIEDRA;AVENIDA AV REAL MZ J LT 8 CENTRO POBLADO RURAL PICAPIEDRA-PACHACAMAC AV REAL MZ J LT 8 CENTRO POBLADO RURAL PICAPIEDRA-PACHACAMAC PACHACAMAC LIMA LIMA;I-2;PROVINCIAL;DISTRITAL;0
6752;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.41505833;-74.00073667;PUESTO DE SALUD GLORIA SOL NACIENTE;CALLE CALLE PRINCIPAL GLORIA SOL NACIENTE DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
3603;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;-13.15850315;-74.20863984;CENTRO DE SALUD CONCHOPATA;AVENIDA AV. AMANCAES S/N NUMERO S/N DISTRITO ANDRES AVELINO CACERES D. PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
6192;150101;LIMA;LIMA;LIMA;-12.0509882;-77.0673543;CENTRO DE SALUD MIRONES;AVENIDA LUIS BRAYLE 13 LIMA LIMA LIMA;I-3;DISTRITAL;PROVINCIAL;0
3777;50407;AYACUCHO;HUANTA;SIVIA;-12.50626333;-73.91551333;PUESTO DE SALUD GUAYAQUIL;PLAZA PLAZA PRINCIPAL GUAYAQUIL DISTRITO SIVIA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
31843;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.7197666;-79.9080757;CENTRO MEDICO DE  LA SOCIEDAD DE BENEFICENCIA DE LAMBAYEQUE;CALLE JUNIN NUMERO 576 PISO 1 DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
31614;30213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6663032;-73.34785641;CENTRO DE SALUD MENTAL COMUNITARIO UNIVERSITARIO JOSE MARIA ARGUEDAS;AVENIDA JOSE MARIA ARGUEDAS S/N 1 INTERIOR DE LA UNAJMA SAN JERONIMO ANDAHUAYLAS APURIMAC;I-3;PROVINCIAL;DISTRITAL;0
33134;140106;LAMBAYEQUE;CHICLAYO;LA VICTORIA;-6.7863729;-79.8340508;"CENTRO ESPECIALIZADO DE SALUD MENTAL COMUNITARIO ""CONEXIAìN INTEGRAL"" -  LA VICTORIA";CALLE NUEVO MUNDO 210 TANQUE ELEVADO DE LA VICTORIA - PUERTO DE PALOS CHICLAYO CHICLAYO LAMBAYEQUE;I-2;PROVINCIAL;DISTRITAL;0
34018;60801;CAJAMARCA;JAEN;JAEN;-5.70956791;-78.79767723;CENTRO DE SALUD MENTAL COMUNITARIO SUYAY;CALLE LAS PALMERAS 640 LOS PARQUES A MEDIA CUADRA DEL RESTAURANT EL KER0 JAEN JAEN CAJAMARCA;I-3;PROVINCIAL;PROVINCIAL;0
35261;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.4824784;-76.3726891;POSTA MEDICA POLICIAL ESCUELA D EDUCACION SUPERIOR PROFESIONAL PNP TARAPOTO;CARRETERA FERNANDO BELAUNDE TERRY NUMERO SIN NUMERO KILOMETRO 2 DISTRITO LA BANDA DE SHILCAYO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-2;DISTRITAL;PROVINCIAL;0
3597;50108;AYACUCHO;HUAMANGA;QUINUA;-13.09043458;-74.12613447;PUESTO DE SALUD SUSO;PLAZA PLAZA PRINCIPAL DE SUSO DISTRITO QUINUA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
2895;230106;TACNA;TACNA;PACHIA;-17.64423116;-69.9398519;PUESTO SALUD TOQUELA;CALLE CALLE  PRINCIPAL TOQUELA CALLE  PRINCIPAL TOQUELA PACHIA TACNA TACNA;I-1;PROVINCIAL;DISTRITAL;0
5763;150110;LIMA;LIMA;COMAS;-11.9402602;-77.0471573;CENTRO DE SALUD CARLOS A. PROTZEL;AVENIDA AV BELAUNDE ESTE - 2DA CUADRA S/N NUMERO S/N DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
1269;40122;AREQUIPA;AREQUIPA;SOCABAYA;-16.44747911;-71.53409191;PUESTO DE SALUD CIUDAD MI TRABAJO;PLAZA PLAZA PRINCIPAL S/N SOCABAYA NUMERO S/N DISTRITO SOCABAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
1979;200114;PIURA;PIURA;TAMBO GRANDE;-4.83946693;-80.26768911;PUESTO DE SALUD CRUCETA;OTROS CASERIO CRUCETA TAMBOGRANDE CASERIO CRUCETA TAMBOGRANDE TAMBO GRANDE PIURA PIURA;I-2;PROVINCIAL;DISTRITAL;0
1983;200114;PIURA;PIURA;TAMBO GRANDE;-4.85251538;-80.51235204;PUESTO DE SALUD PAPAYO - ALGARROBO;OTROS CASERIO PAPAYO ALGARROBO CASERIO PAPAYO ALGARROBO TAMBO GRANDE PIURA PIURA;I-2;PROVINCIAL;DISTRITAL;0
11426;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.16803526;-74.22945923;POLICLINICO POLICIAL DE AYACUCHO;GRAU NUMERO 870 PISO 2 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;PROVINCIAL;0
10148;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.3646395;-74.5665971;POLICLINICO POLICIAL PUCALLPA;Jr.SUCRE CUARTA CUADRA S/N  MZ B LOTE 18 Y 19- PUCALLPA S/N Jr.SUCRE CUARTA CUADRA S/N  MZ B LOTE 18 Y 19- PUCALLPA CALLERIA CORONEL PORTILLO UCAYALI;I-3;PROVINCIAL;DISTRITAL;1
3772;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.360195;-73.95814833;PUESTO DE SALUD MAYAPO;CALLE CALLE PRINCIPAL MAYAPO DISTRITO CANAYRE PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3746;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.446985;-73.99622167;PUESTO DE SALUD CORAZONPATA;PLAZA PLAZA PRINCIPAL CORAZON PATA DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
1334;40125;AREQUIPA;AREQUIPA;VITOR;-16.37286167;-71.862625;PUESTO DE SALUD YURAMAYO;OTROS IRRIGACION SAN JUAN DE YURAMAYO, II PAMPA DISTRITO VITOR PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
3663;50405;AYACUCHO;HUANTA;LURICOCHA;-12.90005333;-74.272135;CENTRO DE SALUD LURICOCHA;JR. DELFIN LUDEAëA S/N NUMERO S/N DISTRITO LURICOCHA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
4375;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.64515609;-79.91956345;PUESTO DE SALUD MUYFINCA-PUNTO 09;OTROS C.P MUY FINCA PUNTO 9 DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-1;DISTRITAL;PROVINCIAL;0
3671;50402;AYACUCHO;HUANTA;AYAHUANCO;-12.63289104;-74.29150336;PUESTO DE SALUD AYAHUANCO;PLAZA PLAZA PRINCIPAL DE AYAHUANCO DISTRITO AYAHUANCO PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
6223;70101;CALLAO;CALLAO;CALLAO;-12.05410129;-77.1232842;PUESTO DE SALUD SANTA FE;AVENIDA AV. ALFREDO PALACIOS CDRA. 5 (REF. CEMENTERIO BAQUAçJANO ANTES DE LLEGAR A LA AV. GUARDIA CHALACA) DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
6238;70101;CALLAO;CALLAO;CALLAO;-11.94257438;-77.13418214;CENTRO DE SALUD MARQUEZ;AVENIDA AV. LOS ALAMOS  S/N - MARQUEZ S/N AV. LOS ALAMOS  S/N - MARQUEZ CALLAO CALLAO CALLAO;I-4;PROVINCIAL;PROVINCIAL;0
6240;70101;CALLAO;CALLAO;CALLAO;-12.01652914;-77.09072326;PUESTO DE SALUD PREVI;CALLE CALLE CENTRAL S/N NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
5819;150125;LIMA;LIMA;PUENTE PIEDRA;-11.92118965;-77.08441957;CENTRO DE SALUD LADERAS DE CHILLON;AVENIDA AV VAçA DE INTEGRACION S/N - MZ C1 LT 3A, 1ERA. EXPLANADA AAHH LADERAS DE CHILLON S/N AV VAçA DE INTEGRACION S/N - MZ C1 LT 3A, 1ERA. EXPLANADA AAHH LADERAS DE CHILLON PUENTE PIEDRA LIMA LIMA;I-3;PROVINCIAL;DISTRITAL;0
1275;40107;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.44025167;-71.552225;PUESTO DE SALUD CHILPINILLA;AVENIDA AV. AREQUIPA 101 DISTRITO JACOBO HUNTER PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
1277;40107;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.455345;-71.55280167;PUESTO DE SALUD ALTO ALIANZA;"OTROS AH ALTO ALIANZA MZA ""G"" ESQUINA ""K"" DISTRITO JACOBO HUNTER PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA";I-2;PROVINCIAL;DISTRITAL;0
1305;40110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.37569833;-71.50049;CENTRO  DE SALUD TOMASA TTITO COMDEMAYTA;"OTROS URB. TOMASA TITO CONDEMAYTA, MZ.""R"", LT.""5"" DISTRITO MIRAFLORES PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA";I-3;PROVINCIAL;DISTRITAL;0
1257;40129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.44440828;-71.51519313;CENTRO DE SALUD VICTOR RAUL HINOJOSA LLERENA;CALLE CALLE VENEZUELA MZ 22 LOTE 1, URB. SIMON BOLIVAR DISTRITO JOSE LUIS BUSTAMANTE Y RIVERO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
6652;50410;AYACUCHO;HUANTA;UCHURACCAY;-12.75855763;-74.07051655;PUESTO DE SALUD PAMPALCA;PLAZA PLAZA PRINCIPAL PAMPALCA DISTRITO UCHURACCAY PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
1283;40117;AREQUIPA;AREQUIPA;SACHACA;-16.41128147;-71.57208509;PUESTO DE SALUD PAMPA DE CAMARONES;AVENIDA AV. BRASIL S/N NUMERO S/N DISTRITO SACHACA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
6084;150124;LIMA;LIMA;PUCUSANA;-12.48301;-76.7962243;CENTRO MATERNO INFANTIL  PUCUSANA;AVENIDA AV LIMA 559 DISTRITO PUCUSANA PROVINCIA LIMA DEPARTAMENTO LIMA;I-4;PROVINCIAL;DISTRITAL;0
6228;70101;CALLAO;CALLAO;CALLAO;-12.04253586;-77.12024461;CENTRO DE SALUD NESTOR GAMBETTA;AVENIDA AV. ALAMEDA S/N PP.JJ. GAMBETTA ALTA S/N AV. ALAMEDA S/N PP.JJ. GAMBETTA ALTA CALLAO CALLAO CALLAO;I-4;PROVINCIAL;PROVINCIAL;0
3578;50106;AYACUCHO;HUAMANGA;OCROS;-13.44990027;-73.95698969;PUESTO DE SALUD CCACCAMARCA;PLAZA PLAZA PRINCIPAL DE CCACCAMARCA DISTRITO OCROS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
1335;40121;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;-16.488805;-72.093615;CENTRO  DE SALUD SANTA RITA DE SIGUAS;OTROS VILLA SAN ANTONIO MZ. CH, LOTE 1 DISTRITO SANTA RITA DE SIHUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
3589;50114;AYACUCHO;HUAMANGA;VINCHOS;-13.39946755;-74.42268671;PUESTO DE SALUD MILLPO;OTROS COMUNIDAD DE MILLPO DISTRITO VINCHOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
16704;60808;CAJAMARCA;JAEN;PUCARA;-6.04184157;-79.12970871;POSTA MAâDICA DE PUCARAÅ;CALLE CALLE SAN MARTAçN S/N PUCARAÅ NUMERO S/N DISTRITO PUCARA PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;DISTRITAL;0
24362;210101;PUNO;PUNO;PUNO;-15.8451813;-70.0249132;PUESTO DE SALUD TACASAYA;CARRETERA CARRETERA PANAMERICANA SUR S/N DISTRITO CHUCUITO NUMERO SIN NUMERO DISTRITO CHUCUITO PROVINCIA PUNO DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
18843;10108;AMAZONAS;CHACHAPOYAS;HUANCAS;-6.16052794;-77.86757325;PUESTO DE SALUD ESTABLECIMIENTO PENAL CHACHAPOYAS;CARRETERA CARRETERA A HUANCAS KM. 11.5 DISTRITO HUANCAS PROVINCIA CHACHAPOYAS DEPARTAMENTO AMAZONAS;I-2;PROVINCIAL;DISTRITAL;0
6257;70106;CALLAO;CALLAO;VENTANILLA;-11.89274295;-77.12773026;PUESTO DE SALUD ANGAMOS;AVENIDA INTERSECCION  AV. B Y CALLE 8 S/N II SECTOR ANGAMOS NUMERO S/N DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
9298;150122;LIMA;LIMA;MIRAFLORES;-12.1241585;-77.0293361;POLICLINICO CENTRAL DE PREVENCION LARCO;AVENIDA AV. JOSE A. LARCO 670 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
17845;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.35082301;-71.56168855;CENTRO ATENCIAìN PRIMARIA UNSA - CERRO COLORADO;AVENIDA AV. AEROPUERTO N¬∞ 504 DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
27782;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6609567;-73.39723326;PUESTO DE SALUD BING 241;AVENIDA LA FLORESTA NUMERO S/N PISO 1 DISTRITO ANDAHUAYLAS PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-2;PROVINCIAL;PROVINCIAL;0
26446;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1090524;-79.0215336;CENTRO DE SALUD MENTAL COMUNITARIO SEMBRANDO ESPERANZA DE HUAMACHUCO;SUAREZ 1145 AL COSTADO DEL TERMINAL DE MARCABALITO,FRENTE AL ESTADIO MUNICIPAL(PASAJE HOSPITAL) HUAMACHUCO SANCHEZ CARRION LA LIBERTAD;I-3;PROVINCIAL;PROVINCIAL;0
6105;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1535138;-76.9724131;CENTRO DE SALUD LEONOR SAAVEDRA;AVENIDA TORRES PAZ CDRA. 1 ESQ. CDRA. 4 AV. LOS HAâROES SN SAN JUAN DE MIRAFLORES LIMA LIMA;I-3;PROVINCIAL;DISTRITAL;0
27726;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-12.01734472;-77.00097776;CENTRO DE SALUD MENTAL COMUNITARIO JAVIER MARIATEGUI CHIAPPE;AVENIDA lurigancho NUMERO S/N PISO 1 DEPARTAMENTO 1 INTERIOR 1 MANZANA b LOTE 9 URBANIZACION azcarrunz alto DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
1286;40115;AREQUIPA;AREQUIPA;QUEQUE—A;-16.55676342;-71.45144464;PUESTO DE SALUD QUEQUEAëA;CALLE CALLE SONCOMARCA S/N NUMERO S/N DISTRITO QUEQUEAëA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
20827;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.49255;-76.36964;POLICLINICO  PNP TARAPOTO;JR LOS GIRASOLES 300 DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;0
3582;50106;AYACUCHO;HUAMANGA;OCROS;-13.42314508;-73.85106004;PUESTO DE SALUD NIAëO JESUS DE PAJONAL;OTROS COMUNIDAD DE PAJONAL DISTRITO OCROS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
3659;50401;AYACUCHO;HUANTA;HUANTA;-12.95522667;-74.25181333;PUESTO DE SALUD MAYNAY;PLAZA PLAZA PRINCIPAL DE MAYNAY DISTRITO HUANTA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
27731;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;-13.1478868;-74.21378476;CENTRO DE SALUD MENTALCOMUNITARIO JESUS NAZARENO- KUSKA WIAëARISUN;OTROS ASENTAMIENTO HUMANO VILLA SAN CRISTOBAL PISO 1 MANZANA L LOTE 2 DISTRITO JESUS NAZARENO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;DISTRITAL;0
25929;150113;LIMA;LIMA;JESUS MARIA;-12.0781849;-77.0367809;CONSULTORIOS DE ATENCIAìN INTEGRAL DE DIABETES E HIPERTENSION - ESSALUD;AVENIDA arenales NUMERO 1402 PISO 1 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;1
11664;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.4256037;-71.51343182;"POSTA MEDICA POLICIAL ""SAN MARTIN DE PORRES""  AREQUIPA";CALLE CALLE SAN MARTIN DE PORRES S/N URB. GUARDIA CIVIL I ETAPA NUMERO S/N DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
9217;210101;PUNO;PUNO;PUNO;-15.8402218;-70.0218805;CENTRO DE ATENCION PRIMARIA III METROPOLITANO DE PUNO;JR. AREQUIPA N∫ 950 DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
8709;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1521653;-77.0038897;CENTRO DE SALUD FAP LAS PALMAS;AVENIDA AV. JORGE CHAVEZ S/N BASE AEREA LAS PALMAS NUMERO S/N DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA;I-4;PROVINCIAL;DISTRITAL;0
5749;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.028589;-77.0764106;CENTRO DE SALUD PERU III ZONA;AVENIDA AV UNIVERSITARIA 181 URB CONDEVILLA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;1
33147;210501;PUNO;EL COLLAO;ILAVE;-16.0854612;-69.6378272;"CENTRO DE SALUD MENTAL COMUNITARIO ""SUMA JAKAAëA """;ALTIPLANO S/N  BARRIO  ALTO ALIANZA  CHUNTA CCOLLO DISTRITO ILAVE DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
