ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
I-179975;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.377775;-78.818491;Jirón 22 de Octubre / Jirón Comercio;LOCAL;DISTRITAL;PROVINCIAL;0
I-180013;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.3776447;-78.8145753;Jirón Juan Z. Montenegro / Jirón Santa Rosa;LOCAL;DISTRITAL;PROVINCIAL;1
I-180064;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.376494;-78.817158;Jirón Progreso / Jirón La Merced;LOCAL;DISTRITAL;PROVINCIAL;0
I-180332;060401;CAJAMARCA;CHOTA;CHOTA;-6.5653487;-78.6514021;Jirón Carlos Largomarcino / Pasaje Mariscal Castilla;LOCAL;DISTRITAL;PROVINCIAL;1
I-181559;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.78451;-74.970354;Jirón Sinchi Roca / Calle Prolongación Virgen del Carmen;LOCAL;DISTRITAL;PROVINCIAL;0
I-181616;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.785217;-74.973348;Avenida San Cristóbal / Calle Malecón Virgen de la Candelaria;LOCAL;DISTRITAL;PROVINCIAL;0
I-86949;230102;TACNA;TACNA;ALTO DE LA ALIANZA;-17.9875015;-70.2474041;Avenida Gregorio Albarracín / Calle Haití;VECINAL;PROVINCIAL;DISTRITAL;0
I-471594;230102;TACNA;TACNA;ALTO DE LA ALIANZA;-17.9926381;-70.2502285;Avenida Internacional / Jirón de la Unión;VECINAL;PROVINCIAL;DISTRITAL;0
I-182932;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8162638;-78.0405767;Jirón Andres Avelino Caceres / Jirón Florencia de Mora;LOCAL;DISTRITAL;PROVINCIAL;1
I-183076;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8175957;-78.033728;Avenida Garcilaso de la Vega / Avenida Ramiro Priale;LOCAL;DISTRITAL;PROVINCIAL;1
I-183128;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8186544;-78.0427923;Jirón Junin / Jirón Ramon Castilla;LOCAL;DISTRITAL;PROVINCIAL;1
I-183252;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8201969;-78.0390466;Calle Agua de los Pajaritos / Pasaje San Marcos;LOCAL;DISTRITAL;PROVINCIAL;1
I-18397;200101;PIURA;PIURA;PIURA;-5.1975712;-80.6304467;Apurímac / Avenida Loreto;LOCAL;DISTRITAL;PROVINCIAL;1
I-18534;070103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;-12.0400183;-77.0930552;Avenida 1º de Mayo / Jirón Jorge Chávez;LOCAL;DISTRITAL;DISTRITAL;1
I-187491;210101;PUNO;PUNO;PUNO;-15.8371361;-70.0256497;Jirón Los Incas / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-187651;210101;PUNO;PUNO;PUNO;-15.8611403;-70.0133308;Avenida 4 de Noviembre / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-189025;080601;CUSCO;CANCHIS;SICUANI;-14.2809425;-71.2276558;Pasaje Santa Rosa / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-285880;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5232312;-73.6646519;Avenida Aviación / Avenida La Cultura;VECINAL;PROVINCIAL;DISTRITAL;0
I-55983;150201;LIMA;BARRANCA;BARRANCA;-10.7439391;-77.7503809;Calle 3 / Calle Las Moreras / Jirón Lauriama;VECINAL;PROVINCIAL;PROVINCIAL;0
I-191992;110501;ICA;PISCO;PISCO;-13.71322;-76.2098328;Avenida Abraham Valdelomar / Calle Santa Rosa;LOCAL;DISTRITAL;PROVINCIAL;1
I-192082;110501;ICA;PISCO;PISCO;-13.7169713;-76.2040387;Calle Comercio / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-195004;100601;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.3031887;-76.0008751;Avenida 28 de Julio / Avenida Agricultura / Jirón Callao;LOCAL;DISTRITAL;PROVINCIAL;1
I-131657;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1811054;-74.2267442;Jirón Cangallo / Jirón Del Porvenir / Prolongación Jirón Porvenir;VECINAL;PROVINCIAL;DISTRITAL;0
I-131869;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1880799;-74.2219295;Avenida Abrahan Valdelomar / Avenida Gran Mariscal;VECINAL;PROVINCIAL;DISTRITAL;0
I-136120;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1823986;-74.2215016;Avenida Los Libertadores / Jirón Atahualpa;VECINAL;PROVINCIAL;DISTRITAL;0
I-197680;150116;LIMA;LIMA;LINCE;-12.084557;-77.0284198;Avenida Prolongación Iquitos / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-197785;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3264516;-71.5904049;Avenida Vía 54 / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-201523;110207;ICA;CHINCHA;PUEBLO NUEVO;-13.4037695;-76.1330586;Avenida Dos de Mayo / Jirón San Martin de Porres;LOCAL;DISTRITAL;DISTRITAL;1
I-201589;110507;ICA;PISCO;SAN CLEMENTE;-13.6793072;-76.152324;Calle Los Diamantes / Calle Paruro;LOCAL;DISTRITAL;DISTRITAL;1
I-131686;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1772559;-74.2229851;Jirón Huancavelica / Jirón Progreso;VECINAL;PROVINCIAL;DISTRITAL;0
I-131685;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.177515;-74.2240321;Jirón Huancavelica / Jirón Miguel Grau;VECINAL;PROVINCIAL;DISTRITAL;0
I-177577;060301;CAJAMARCA;CELENDIN;CELENDIN;-6.8710485;-78.1471964;Jirón Ayacucho / Jirón Jorge Chávez;VECINAL;PROVINCIAL;PROVINCIAL;0
I-207073;230110;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;-18.0634318;-70.2444827;Avenida Soberanía Nacional / Avenida Soldado Estanislao Cóndor;LOCAL;DISTRITAL;DISTRITAL;1
I-177581;060301;CAJAMARCA;CELENDIN;CELENDIN;-6.8614958;-78.1464685;Jirón Arica / Jirón Ayacucho;VECINAL;PROVINCIAL;PROVINCIAL;0
I-211270;210101;PUNO;PUNO;PUNO;-15.8393969;-70.0301968;Jirón Ilave / Jirón Libertad;LOCAL;DISTRITAL;PROVINCIAL;1
I-214151;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4149176;-71.534333;Avenida Daniel Alcides Carrión / Calle San Rafael;LOCAL;DISTRITAL;PROVINCIAL;1
I-214168;040129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.4214134;-71.5414472;Avenida Pedro P. Diaz / Calle Ambrosio Vucetich;LOCAL;DISTRITAL;DISTRITAL;1
I-21423;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.3716871;-74.5570996;Avenida Miraflores / Avenida Túpac Amaru;LOCAL;DISTRITAL;DISTRITAL;1
I-177592;060301;CAJAMARCA;CELENDIN;CELENDIN;-6.8657497;-78.1467944;Jirón Ayacucho / Jirón Pardo;VECINAL;PROVINCIAL;PROVINCIAL;0
I-21645;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.380552;-74.5691333;Arbonización / Balta;LOCAL;DISTRITAL;DISTRITAL;1
I-216714;180301;MOQUEGUA;ILO;ILO;-17.646184;-71.344723;Avenida 28 de Julio / Calle Callao;LOCAL;DISTRITAL;PROVINCIAL;0
I-34671;150605;LIMA;HUARAL;CHANCAY;-11.560535;-77.2716348;Avenida Benjamin Vizquera / Jirón Ayacucho;VECINAL;PROVINCIAL;DISTRITAL;0
I-217912;211101;PUNO;SAN ROMAN;JULIACA;-15.5144331;-70.1241387;Jirón Brasil / Jirón Manuel Nuñez Butron;LOCAL;DISTRITAL;PROVINCIAL;1
I-217943;211101;PUNO;SAN ROMAN;JULIACA;-15.5009046;-70.1303985;Jirón Cerezos / Jirón Mariano Pandia;LOCAL;DISTRITAL;PROVINCIAL;1
I-220109;210101;PUNO;PUNO;PUNO;-15.8521435;-70.0151579;Jirón Coronel Belisario Suárez / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-221526;140308;LAMBAYEQUE;LAMBAYEQUE;OLMOS;-5.9888856;-79.7480983;Avenida Augusto Bernardino Leguía / Calle Huáscar;LOCAL;DISTRITAL;DISTRITAL;1
I-34717;150605;LIMA;HUARAL;CHANCAY;-11.564176;-77.2686246;Avenida Simon Bolivar / Calle Leoncio Prado;VECINAL;PROVINCIAL;DISTRITAL;0
I-22228;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.371005;-74.560688;Calle Iparía / Calle Gacilazo de la Vega;LOCAL;DISTRITAL;DISTRITAL;0
I-222967;100102;HUANUCO;HUANUCO;AMARILIS;-9.938885;-76.2436956;Jirón Las Begonias / Vía de Evitamiento Heroes del Cenepa;LOCAL;DISTRITAL;DISTRITAL;1
I-35038;120107;JUNIN;HUANCAYO;CHILCA;-12.089822;-75.2067;Avenida General Cordova / Avenida Los Proceres;VECINAL;PROVINCIAL;DISTRITAL;0
I-22440;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.36004;-74.574254;Jirón Callería / Calle Nueva Luz de Fátima;LOCAL;DISTRITAL;DISTRITAL;0
I-22447;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.3569986;-74.5772759;2 de Mayo / Jirón Callería;LOCAL;DISTRITAL;DISTRITAL;1
I-224763;140116;LAMBAYEQUE;CHICLAYO;CAYALTI;-6.8928196;-79.5629478;Calle Agustín Gamarra / Jirón Agustín Gamarra;LOCAL;DISTRITAL;DISTRITAL;1
I-496458;021803;ANCASH;SANTA;COISHCO;-9.0228405;-78.6190842;Jirón Pescadores / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-33912;130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.136969;-79.039294;Calle Los Angeles / Calle 28 de Julio;LOCAL;DISTRITAL;DISTRITAL;0
I-226590;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.2313126;-79.4217566;El Progreso / Independencia;LOCAL;DISTRITAL;PROVINCIAL;1
I-39616;130109;LA LIBERTAD;TRUJILLO;SALAVERRY;-8.188858;-78.987491;Calle César Vallejo / Calle Sucre;LOCAL;DISTRITAL;DISTRITAL;0
I-22904;080106;CUSCO;CUSCO;SANTIAGO;-13.5261446;-71.9751142;Jirón Lima / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-229321;200110;PIURA;PIURA;LA UNION;-5.404206;-80.74153;Calle Lambayeque / Jirón Huáscar;LOCAL;DISTRITAL;DISTRITAL;0
I-180232;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.3758099;-78.8180599;Jirón Benjamín Duble / Jirón La Asunción;VECINAL;PROVINCIAL;PROVINCIAL;0
I-67699;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0502114;-75.212571;Jirón Inca Ripac / Jirón San Cristobal / Prolongación José Carlos Mariátegui;VECINAL;PROVINCIAL;DISTRITAL;0
I-179098;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0457025;-75.224482;Jirón Atalaya / Mariscal Castilla;VECINAL;PROVINCIAL;DISTRITAL;0
I-57514;150801;LIMA;HUAURA;HUACHO;-11.1073856;-77.602619;Avenida Túpac Amaru / Jirón Augusto B Leguia;VECINAL;PROVINCIAL;PROVINCIAL;0
I-57742;150801;LIMA;HUAURA;HUACHO;-11.1075587;-77.6100368;Avenida 28 de Julio / Avenida Echenique;VECINAL;PROVINCIAL;PROVINCIAL;0
I-234400;230104;TACNA;TACNA;CIUDAD NUEVA;-17.9760353;-70.2369521;Avenida Expedición Libertadora / Calle Las Buganvillas;LOCAL;DISTRITAL;DISTRITAL;1
I-57766;150801;LIMA;HUAURA;HUACHO;-11.1072713;-77.6062456;Avenida 28 de Julio / Calle Domingo Coloma;VECINAL;PROVINCIAL;PROVINCIAL;0
I-236190;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0693602;-79.0343119;Calle Prolongación Blanco Encalada / Calle Ricardo Palma;LOCAL;DISTRITAL;DISTRITAL;1
I-206796;050401;AYACUCHO;HUANTA;HUANTA;-12.9392;-74.2490525;Avenida Mariscal Castilla / Jirón Arica / Jirón Saenz Peña;VECINAL;PROVINCIAL;PROVINCIAL;0
I-237951;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.3094078;-79.4842198;Calle Las Palmeras / Jirón Túpac Amaru;LOCAL;DISTRITAL;DISTRITAL;1
I-23889;150105;LIMA;LIMA;BREÑA;-12.061072;-77.0508422;Jirón Federico Villareal / Jirón General Vidal;LOCAL;DISTRITAL;DISTRITAL;0
I-487387;060801;CAJAMARCA;JAEN;JAEN;-5.7066753;-78.8096819;Pardo Miguel / Sucre;VECINAL;PROVINCIAL;PROVINCIAL;0
I-269177;210401;PUNO;CHUCUITO;JULI;-16.214547;-69.4616563;Jirón 8 de Diciembre / Jirón Ilave;VECINAL;PROVINCIAL;PROVINCIAL;0
I-335601;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.0926672;-78.9651105;Avenida Trujillo / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-358493;120606;JUNIN;SATIPO;PANGOA;-11.4354493;-74.4912195;Avenida Pangoa / Calle Brasil;VECINAL;PROVINCIAL;DISTRITAL;0
I-199160;040701;AREQUIPA;ISLAY;MOLLENDO;-17.0221147;-71.9990447;Calle 7 / Vía de Evitamiento;VECINAL;PROVINCIAL;PROVINCIAL;0
I-625727;060807;CAJAMARCA;JAEN;POMAHUACA;-5.9315348;-79.2294745;Calle Balta / Calle San Martín;VECINAL;PROVINCIAL;DISTRITAL;0
I-225105;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.770017;-79.7777271;Avenida San Francisco de Asís / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-245529;130206;LA LIBERTAD;ASCOPE;RAZURI;-7.7041063;-79.4332958;Carretera Paiján - Puerto Chicama / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-628951;130206;LA LIBERTAD;ASCOPE;RAZURI;-7.7155556;-79.3759938;Carretera Paiján - Puerto Chicama / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-822920;140113;LAMBAYEQUE;CHICLAYO;REQUE;-6.8602751;-79.8115463;Jirón Atahualpa / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-433023;060901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;-5.1411128;-78.9967709;Jirón Comercio / Mariano Melgar;VECINAL;PROVINCIAL;PROVINCIAL;0
I-191372;150810;LIMA;HUAURA;SANTA MARIA;-11.1042363;-77.5755234;Avenida El Milagro / Avenida Libertad;VECINAL;PROVINCIAL;DISTRITAL;0
I-493573;150810;LIMA;HUAURA;SANTA MARIA;-11.0938372;-77.581623;Avenida 28 de Julio / Avenida San Martin;VECINAL;PROVINCIAL;DISTRITAL;0
I-253998;070107;CALLAO;CALLAO;MI PERU;-11.857648;-77.1283576;Avenida Arequipa / Avenida Víctor Raúl Haya de la Torre;LOCAL;DISTRITAL;DISTRITAL;1
I-25407;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.97708;-76.9987;Avenida Canto Rey / Calle Río Ucayali;LOCAL;DISTRITAL;DISTRITAL;0
I-254583;070104;CALLAO;CALLAO;LA PERLA;-12.074111;-77.1226195;Avenida Costanera / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-200479;211301;PUNO;YUNGUYO;YUNGUYO;-16.2523522;-69.0940139;Avenida Tupac Amaru / Jirón Yunguyo;VECINAL;PROVINCIAL;PROVINCIAL;0
I-257103;070104;CALLAO;CALLAO;LA PERLA;-12.0658437;-77.1217727;Avenida José Gálvez / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-257337;150115;LIMA;LIMA;LA VICTORIA;-12.0682683;-77.0092799;Avenida San Pablo / Pasaje Pisagua;LOCAL;DISTRITAL;DISTRITAL;1
I-547293;210102;PUNO;PUNO;ACORA;-15.9941664;-69.7618788;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-329425;210102;PUNO;PUNO;ACORA;-16.0078893;-69.697559;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-828496;130801;LA LIBERTAD;PATAZ;TAYABAMBA;-8.275307;-77.296837;Jirón Enrique Marquina / Jirón Bolivar;LOCAL;DISTRITAL;PROVINCIAL;0
I-180938;140120;LAMBAYEQUE;CHICLAYO;TUMAN;-6.745376;-79.700631;Calle Francisco Gandulia / Avenida Antonio Espinoza;LOCAL;DISTRITAL;DISTRITAL;0
I-36084;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.702685;-79.903788;Calle San Martín / Avenida Cáceres;LOCAL;DISTRITAL;PROVINCIAL;0
I-261576;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.7809457;-79.8370332;José Rodriguez Trigoso / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-71616;140201;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;-6.6427274;-79.7876743;Calle Augusto Bernardino Leguía / Calle Sucre;LOCAL;DISTRITAL;PROVINCIAL;0
I-134093;180301;MOQUEGUA;ILO;ILO;-17.6495007;-71.3306884;Avenida Pedro Huilca Tecse / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-220342;240302;TUMBES;ZARUMILLA;AGUAS VERDES;-3.4827806;-80.2470091;Jirón Lambayeque / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-140949;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6651996;-73.391871;Avenida Lázaro Carrillo / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-72069;140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;-6.640831;-79.796481;Calle C. Chuman / Calle Buenaventura Sialer;LOCAL;DISTRITAL;DISTRITAL;0
I-267001;160601;LORETO;UCAYALI;CONTAMANA;-7.3405536;-75.0100631;Calle Luis Rengifo Guevara / Calle Roldán Tuesta Rengifo;LOCAL;DISTRITAL;PROVINCIAL;0
I-26704;150112;LIMA;LIMA;INDEPENDENCIA;-11.997994;-77.0520603;Las Viñas / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-26803;150117;LIMA;LIMA;LOS OLIVOS;-11.9916964;-77.0703998;Cesar Vallejo / Jirón Manuel Gonzales Prada;LOCAL;DISTRITAL;DISTRITAL;1
I-331389;080104;CUSCO;CUSCO;SAN JERONIMO;-13.5498117;-71.9075292;Apv. Vallesito / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-222159;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5234183;-73.6841597;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-170695;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;-17.1865212;-70.9428129;Avenida Circunvalación / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-274490;080101;CUSCO;CUSCO;CUSCO;-13.5213251;-71.9892501;Avenida Ricardo Palma / Calle Cesar Vallejo;LOCAL;DISTRITAL;PROVINCIAL;1
I-274679;150120;LIMA;LIMA;MAGDALENA DEL MAR;-12.1038031;-77.0644513;Calle Ciclovía Costa Verde Magdalena - San Miguel / Calle Circuito de Playas;LOCAL;DISTRITAL;DISTRITAL;0
I-200526;211301;PUNO;YUNGUYO;YUNGUYO;-16.2416841;-69.0920423;Avenida 28 de Julio / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-27671;070101;CALLAO;CALLAO;CALLAO;-12.0132232;-77.0974772;Avenida Los Nenufares / Calle La Capilla / Calle Las Magnolias;LOCAL;DISTRITAL;PROVINCIAL;1
I-203111;230110;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;-18.0573631;-70.2567809;Avenida La Cultura / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-102550;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.124385;-76.989817;Calle Meridiano / Calle Alameda del Rocío;LOCAL;DISTRITAL;DISTRITAL;0
I-285685;150128;LIMA;LIMA;RIMAC;-12.0418835;-77.0224572;Jirón Marañón / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-204874;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.3861907;-79.4888848;Carretera San Pedro de Lloc - San José / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-288982;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0406688;-79.0592911;Avenida Miguel Grau / Calle Cápac Yupanqui;LOCAL;DISTRITAL;DISTRITAL;2
I-294231;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4129895;-79.5631819;Avenida Elmer Faucett / Calle Las Orquídeas;LOCAL;DISTRITAL;DISTRITAL;1
I-206852;050401;AYACUCHO;HUANTA;HUANTA;-12.9361069;-74.2519086;Avenida Mariscal Castilla / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-102563;150107;LIMA;LIMA;CHACLACAYO;-11.97251007;-76.75222209;Calle El Sol / Calle Irigoyen;LOCAL;DISTRITAL;DISTRITAL;0
I-210471;130207;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;-7.9620944;-79.2173213;Carretera Chiquitoy - Santiago de Cao / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;3
I-228699;200109;PIURA;PIURA;LA ARENA;-5.348314;-80.711628;Calle Arequipa / Calle Moquegua;VECINAL;PROVINCIAL;DISTRITAL;0
I-234730;040702;AREQUIPA;ISLAY;COCACHACRA;-17.103877;-71.7826006;Avenida Libertad / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-30179;150108;LIMA;LIMA;CHORRILLOS;-12.1928188;-77.0195488;Avenida Principal / Calle 5;LOCAL;DISTRITAL;DISTRITAL;1
I-565019;060701;CAJAMARCA;HUALGAYOC;BAMBAMARCA;-6.7584569;-78.4881815;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-107798;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.16527;-76.98282;Calle El Bosque / Calle Las Azucenas;LOCAL;DISTRITAL;DISTRITAL;0
I-289759;060802;CAJAMARCA;JAEN;BELLAVISTA;-5.6651289;-78.6811403;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-289726;060802;CAJAMARCA;JAEN;BELLAVISTA;-5.6686878;-78.6781194;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-306617;080106;CUSCO;CUSCO;SANTIAGO;-13.53701;-71.961156;Avenida Luis Vallejo Santoni / Avenida Cusco;LOCAL;DISTRITAL;DISTRITAL;0
I-259851;200805;PIURA;SECHURA;VICE;-5.454891;-80.810076;Calle Comercio / Av. San Pedro - Becará;VECINAL;PROVINCIAL;DISTRITAL;0
I-260067;200110;PIURA;PIURA;LA UNION;-5.4005049;-80.7754282;Carretera La Tortuga - La Unión / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-262968;200202;PIURA;AYABACA;FRIAS;-4.931532;-79.946925;Calle Piura / Calle Tacna;VECINAL;PROVINCIAL;DISTRITAL;0
I-267961;150811;LIMA;HUAURA;SAYAN;-11.149087;-77.24483;Andahuasi / Sayan;VECINAL;PROVINCIAL;DISTRITAL;0
I-269382;120901;JUNIN;CHUPACA;CHUPACA;-12.0655829;-75.2783445;Avenida Los Héroes / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;1
I-195716;020601;ANCASH;CARHUAZ;CARHUAZ;-9.2848541;-77.6498622;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-71905;200105;PIURA;PIURA;CATACAOS;-5.2315638;-80.6579126;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-71911;200105;PIURA;PIURA;CATACAOS;-5.2273475;-80.6569615;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-31232;150128;LIMA;LIMA;RIMAC;-12.0377036;-77.0271637;Jirón Atahualpa / Jirón Chiclayo / Jirón Madera;LOCAL;DISTRITAL;DISTRITAL;1
I-31278;150128;LIMA;LIMA;RIMAC;-12.0379603;-77.0169993;Jirón Alfonso Ugarte / Pasaje 5;LOCAL;DISTRITAL;DISTRITAL;1
I-312831;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1230718;-79.0226551;Avenida América Sur / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;2
I-404968;200105;PIURA;PIURA;CATACAOS;-5.2506082;-80.6820028;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-71903;200105;PIURA;PIURA;CATACAOS;-5.2479687;-80.669968;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-404967;200105;PIURA;PIURA;CATACAOS;-5.2520531;-80.6824269;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-315275;040103;AREQUIPA;AREQUIPA;CAYMA;-16.3762364;-71.5388703;Avenida Cusco / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-315608;070107;CALLAO;CALLAO;MI PERU;-11.8571311;-77.121697;Avenida Cuzco / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-291540;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0718011;-79.1136787;Avenida Cerrito de la Virgen / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-31623;070103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;-12.0474224;-77.087521;Avenida Enrique Meiggs / Avenida República de Argentina;LOCAL;DISTRITAL;DISTRITAL;1
I-351531;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3751623;-71.5577353;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-302564;040520;AREQUIPA;CAYLLOMA;MAJES;-16.3503676;-72.1858149;Avenida Arequipa / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-316836;150116;LIMA;LIMA;LINCE;-12.082191;-77.032797;Jirón Manuel Candamo / Avenida Ignacio Merino;LOCAL;DISTRITAL;DISTRITAL;0
I-308096;040108;AREQUIPA;AREQUIPA;LA JOYA;-16.4458116;-71.8255575;Avenida 28 de Julio / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-316882;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-11.9859915;-77.0864769;Avenida Rosario del Norte / Los Castaños;LOCAL;DISTRITAL;DISTRITAL;1
I-626292;081103;CUSCO;PAUCARTAMBO;CHALLABAMBA;-13.206767;-71.6577807;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-126950;131202;LA LIBERTAD;VIRU;CHAO;-8.5419081;-78.6811988;Calle Alan Garcia / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-127023;131202;LA LIBERTAD;VIRU;CHAO;-8.5740661;-78.6990102;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
