ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
I-12344;080901;CUSCO;LA CONVENCION;SANTA ANA;-12.8627113;-72.69256569;Jirón Martin Pio Concha / Jirón Independencia;LOCAL;DISTRITAL;PROVINCIAL;0
I-49883;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.22997;-77.8753642;Jirón Puno / Jirón Amazonas;LOCAL;DISTRITAL;PROVINCIAL;0
I-52417;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.482555415;-76.36530484;Jirón San Martín / Jirón Comandante Chirinos;LOCAL;DISTRITAL;PROVINCIAL;0
I-52850;220910;SAN MARTIN;SAN MARTIN;MORALES;-6.48495498;-76.3852716;Jirón José Gálvez / Jirón Santa Inés;LOCAL;DISTRITAL;DISTRITAL;0
I-344394;021601;ANCASH;POMABAMBA;POMABAMBA;-8.8193111;-77.4609481;Jirón Arica / Jirón Huamachuco;VECINAL;PROVINCIAL;PROVINCIAL;0
I-100911;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1430927;-76.9539633;Avenida Guardia Civil / Avenida Simón Bolívar;LOCAL;DISTRITAL;DISTRITAL;1
I-101897;150137;LIMA;LIMA;SANTA ANITA;-12.0420571;-76.9786085;Avenida José Carlos Mariátegui / Jirón Luis de la Puente Uceda;LOCAL;DISTRITAL;DISTRITAL;1
I-155686;150123;LIMA;LIMA;PACHACAMAC;-12.1158919;-76.8732456;Avenida Víctor Malásquez / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-156310;150118;LIMA;LIMA;LURIGANCHO;-11.9694561;-76.937414;Avenida Unión Jicamarca / Calle Bolognesi;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-16168;140106;LAMBAYEQUE;CHICLAYO;LA VICTORIA;-6.8216999;-79.8550922;Carretera Monsefú - Chiclayo / LA-784;VECINAL;PROVINCIAL;DISTRITAL;1
I-167618;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2469025;-79.4630359;Jirón San Eugenio / Prolongación Jirón Ayacucho;VECINAL;PROVINCIAL;DISTRITAL;1
I-10671;150115;LIMA;LIMA;LA VICTORIA;-12.0609877;-77.0230539;Avenida García Naranjo / Jirón Abtao / Jirón García Naranjo;LOCAL;DISTRITAL;DISTRITAL;1
I-167635;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2380262;-79.4686133;Avenida Manuel Seoane / Calle Manuel Escorza;VECINAL;PROVINCIAL;DISTRITAL;1
I-167647;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2378057;-79.4688938;Avenida Manuel Seoane / Jirón Unión;VECINAL;PROVINCIAL;DISTRITAL;1
I-109539;150110;LIMA;LIMA;COMAS;-11.9217391;-77.0353501;Avenida Almirante Miguel Grau / Jirón Adolfo Viera;LOCAL;DISTRITAL;DISTRITAL;1
I-167648;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2396372;-79.4648916;Avenida Manuel Seoane / Calle Francisco Bolognesi;VECINAL;PROVINCIAL;DISTRITAL;1
I-167654;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2387432;-79.4677073;Avenida Manuel Seoane / Jirón Justo Albújar;VECINAL;PROVINCIAL;DISTRITAL;1
I-11059;160101;LORETO;MAYNAS;IQUITOS;-3.742052;-73.24867;Jirón Tnte Pinglo / Jirón Loreto;LOCAL;DISTRITAL;PROVINCIAL;0
I-11111;160101;LORETO;MAYNAS;IQUITOS;-3.743895;-73.246366;Jirón Callao / Jirón Loreto;LOCAL;DISTRITAL;PROVINCIAL;0
I-111718;211105;PUNO;SAN ROMAN;SAN MIGUEL;-15.4719638;-70.1231943;Avenida Asunción / Infancia / Jirón Manuel Asencio Segura;LOCAL;DISTRITAL;DISTRITAL;1
I-112015;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0242201;-79.0645712;Avenida Miguel Grau / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-112326;140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.754635;-79.8478103;Avenida México / San Pedro;LOCAL;DISTRITAL;DISTRITAL;1
I-172771;150119;LIMA;LIMA;LURIN;-12.2964243;-76.8509571;Jirón 7 de Junio / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-62755;110102;ICA;ICA;LA TINGUIÑA;-14.040161;-75.706799;Calle Caracas / Calle 3 de Octubre;VECINAL;PROVINCIAL;DISTRITAL;0
I-182546;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.4240744;-79.5033121;Avenida Centenario / Jirón Manuel Herrera;VECINAL;PROVINCIAL;PROVINCIAL;2
I-115091;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9631646;-77.0078247;Avenida José Carlos Mariátegui / Carhuaz;LOCAL;DISTRITAL;DISTRITAL;1
I-190095;150605;LIMA;HUARAL;CHANCAY;-11.566601;-77.268562;Calle López de Zúñiga / Calle Lopez de Zúñiga;VECINAL;PROVINCIAL;DISTRITAL;0
I-197370;080104;CUSCO;CUSCO;SAN JERONIMO;-13.5485579;-71.8938645;Avenida Fernando Tupac Amaru , Cusco / Planta Petro Peru, Cusco;VECINAL;PROVINCIAL;DISTRITAL;1
I-116863;150112;LIMA;LIMA;INDEPENDENCIA;-11.9991206;-77.04357;Las Hortencias / Los Guayabos;LOCAL;DISTRITAL;DISTRITAL;1
I-117097;211101;PUNO;SAN ROMAN;JULIACA;-15.4925901;-70.1474781;Avenida Andres Avelino Cáceres / Jirón Australia;LOCAL;DISTRITAL;PROVINCIAL;1
I-203631;230110;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;-18.0460766;-70.2496178;Avenida Municipal / Calle Ricardo Palma;VECINAL;PROVINCIAL;DISTRITAL;1
I-117878;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9627801;-76.9829112;Sevilla / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-119246;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9472375;-76.9855927;Avenida El Muro Oeste / Jirón Jorge Marshal;LOCAL;DISTRITAL;DISTRITAL;1
I-183896;131201;LA LIBERTAD;VIRU;VIRU;-8.4186115;-78.751976;Calle Lima / Calle José Olaya;VECINAL;PROVINCIAL;PROVINCIAL;0
I-210144;080601;CUSCO;CANCHIS;SICUANI;-14.2616648;-71.2273944;Avenida Confederación / Avenida Julio Ochoa;VECINAL;PROVINCIAL;PROVINCIAL;0
I-120758;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-11.9915458;-77.1026044;Malaga / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-217895;211101;PUNO;SAN ROMAN;JULIACA;-15.5114133;-70.1250185;Autopista Mártires del 4 de Noviembre / Avenida Américas;VECINAL;PROVINCIAL;PROVINCIAL;1
I-221810;140307;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;-6.1589265;-79.7208945;Calle Sebastián Vilela Purihuamán / Prolongación Progreso;VECINAL;PROVINCIAL;DISTRITAL;1
I-225128;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7708286;-79.7870572;Avenida Bolivia / Avenida Perú;VECINAL;PROVINCIAL;DISTRITAL;2
I-232102;200405;PIURA;MORROPON;MORROPON;-5.186105;-79.9696911;Calle Lima / Lima / Palacios;VECINAL;PROVINCIAL;DISTRITAL;1
I-122539;150111;LIMA;LIMA;EL AGUSTINO;-12.0307132;-76.9988727;El Inti / Jirón Las Esmeraldas;LOCAL;DISTRITAL;DISTRITAL;1
I-122593;150111;LIMA;LIMA;EL AGUSTINO;-12.053144;-77.0062606;Hernando de Luque / Jirón Guadalupe;LOCAL;DISTRITAL;DISTRITAL;1
I-122866;150111;LIMA;LIMA;EL AGUSTINO;-12.0517482;-77.0036619;Avenida Inca Ripac / Faustino Sanchez Carrion;LOCAL;DISTRITAL;DISTRITAL;1
I-232602;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7702521;-79.7821132;Avenida Perú / Calle Los Algarrobos;VECINAL;PROVINCIAL;DISTRITAL;1
I-123013;150111;LIMA;LIMA;EL AGUSTINO;-12.049897;-77.000813;Jirón Juan Hoyle Palacios / Avenida Pedro Chamochumbe;LOCAL;DISTRITAL;DISTRITAL;0
I-12366;080901;CUSCO;LA CONVENCION;SANTA ANA;-12.8609029;-72.6939806;Jirón Espinar / Jirón Quillabamba;LOCAL;DISTRITAL;PROVINCIAL;0
I-123687;130207;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;-7.888676;-79.220679;Calle Real / Calle Huascar;LOCAL;DISTRITAL;DISTRITAL;0
I-232650;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7700987;-79.778826;Avenida San Francisco de Asís / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-124766;150125;LIMA;LIMA;PUENTE PIEDRA;-11.93497;-77.087175;Avenida Los Naranjos / Calle Las Poncianas;LOCAL;DISTRITAL;DISTRITAL;0
I-12573;150114;LIMA;LIMA;LA MOLINA;-12.1170101;-76.9377138;Calle Río Rin / Pasaje Río Arauca;LOCAL;DISTRITAL;DISTRITAL;1
I-232878;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7703867;-79.7830318;Avenida Perú / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-126911;131202;LA LIBERTAD;VIRU;CHAO;-8.5389535;-78.6731334;Calle Micaela Bastidas / José Aberlardo Quiñones;LOCAL;DISTRITAL;DISTRITAL;1
I-232941;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7699818;-79.7790817;Avenida Perú / Jirón Leoncio Prado;VECINAL;PROVINCIAL;DISTRITAL;1
I-236847;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.0926598;-78.9674968;Avenida Pumacahua / Avenida Julian Arce;VECINAL;PROVINCIAL;DISTRITAL;0
I-262841;200208;PIURA;AYABACA;SAPILLICA;-4.775948;-79.981767;Avenida Ernesto Merino / Pasaje Teodoro Lizano;VECINAL;PROVINCIAL;DISTRITAL;0
I-81562;040122;AREQUIPA;AREQUIPA;SOCABAYA;-16.4433443;-71.521159;Pasaje Jorge Chavez / Calle Alfonso Ugarte;LOCAL;DISTRITAL;DISTRITAL;0
I-129059;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.140453;-76.975434;Calle Cerro Gris / Calle Bosque de Coníferas;LOCAL;DISTRITAL;DISTRITAL;0
I-12947;150114;LIMA;LIMA;LA MOLINA;-12.102769;-76.937551;Avenida Las Lomas de la Molina Vieja / Jirón Posada del Marques;LOCAL;DISTRITAL;DISTRITAL;0
I-12959;150114;LIMA;LIMA;LA MOLINA;-12.103235;-76.934284;Calle Posada del Marquez / Calle Suspiro del Moro;LOCAL;DISTRITAL;DISTRITAL;0
I-130242;050101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1568293;-74.2313391;Avenida Perú / Jirón Venezuela;LOCAL;DISTRITAL;PROVINCIAL;0
I-130466;050101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1477877;-74.223604;Avenida Independencia / Jirón Las Magnolias;LOCAL;DISTRITAL;PROVINCIAL;1
I-131239;050110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.166541;-74.223562;Jirón España / Jirón Mariano Bellido;LOCAL;DISTRITAL;DISTRITAL;0
I-131615;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1759631;-74.2186255;10 de Febrero / Avenida Humanga / Jirón Huancavelica;LOCAL;DISTRITAL;DISTRITAL;1
I-132498;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.3536904;-74.5835364;Orellana / Purús;LOCAL;DISTRITAL;DISTRITAL;1
I-1326;080108;CUSCO;CUSCO;WANCHAQ;-13.5309064;-71.9478222;Calle Prolongación Avenida Túpac Amaru / Jirón Ricardo Palma;LOCAL;DISTRITAL;DISTRITAL;1
I-71966;140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;-6.6421649;-79.798737;Calle Salvador Peña / Calle Alberto Exebio;VECINAL;PROVINCIAL;DISTRITAL;0
I-132801;050110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.1750797;-74.1965571;Avenida Javier Heraud / Jirón Julio C. Tello;LOCAL;DISTRITAL;DISTRITAL;1
I-130079;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.169014;-74.226905;Calle 2 de Mayo / Calle San Lorenzo;LOCAL;DISTRITAL;DISTRITAL;0
I-132836;050110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.175352;-74.208983;Avenida Las Malvinas / Jirón Jose Arguedas;LOCAL;DISTRITAL;DISTRITAL;0
I-269106;210401;PUNO;CHUCUITO;JULI;-16.2129585;-69.4548437;Avenida Manuel Quiroga / Jirón 15 de Agosto;VECINAL;PROVINCIAL;PROVINCIAL;1
I-135511;180301;MOQUEGUA;ILO;ILO;-17.644735;-71.345419;Jirón Abtao / Calle Zepita;LOCAL;DISTRITAL;PROVINCIAL;0
I-279460;110106;ICA;ICA;PARCONA;-14.0681151;-75.6829878;Avenida José Matías Manzanilla / Avenida Sinchi Roca;VECINAL;PROVINCIAL;DISTRITAL;0
I-337677;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-11.9257052;-76.9636162;Avenida Pachacútec / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-132830;050110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.1710477;-74.211031;Avenida La Victoria / Avenida Las Americas;LOCAL;DISTRITAL;DISTRITAL;0
I-33889;130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.1291328;-79.0427043;Avenida Victor Larco Herrera / Juan J. Ganoza;VECINAL;PROVINCIAL;DISTRITAL;1
I-340081;130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.1293843;-79.0429224;Avenida Victor Larco Herrera / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-395798;150123;LIMA;LIMA;PACHACAMAC;-12.227659;-76.860808;Jirón Suspiros / Jirón Comercio;VECINAL;PROVINCIAL;DISTRITAL;0
I-41573;130102;LA LIBERTAD;TRUJILLO;EL PORVENIR;-8.086945;-79.002148;Avenida José Faustino Sánchez Carrión / Avenida Pumacahua;VECINAL;PROVINCIAL;DISTRITAL;1
I-425411;050401;AYACUCHO;HUANTA;HUANTA;-12.9428865;-74.2457315;Avenida San Martín / Jirón Sucre;VECINAL;PROVINCIAL;PROVINCIAL;1
I-138205;120401;JUNIN;JAUJA;JAUJA;-11.7840735;-75.4821922;Avenida Fransisco Carlé / Avenida Héroes de la Breña;LOCAL;DISTRITAL;PROVINCIAL;1
I-138899;150137;LIMA;LIMA;SANTA ANITA;-12.0403762;-76.9644544;Avenida Imperial / Chasquis;LOCAL;DISTRITAL;DISTRITAL;1
I-139294;200401;PIURA;MORROPON;CHULUCANAS;-5.090427;-80.163586;Jirón Colón / Calle Banchero Rossi;LOCAL;DISTRITAL;PROVINCIAL;0
I-139603;200401;PIURA;MORROPON;CHULUCANAS;-5.099837;-80.158261;Calle Los Próceres / Calle Arequipa;LOCAL;DISTRITAL;PROVINCIAL;0
I-139643;200401;PIURA;MORROPON;CHULUCANAS;-5.0872676;-80.1584361;Buenos Aires / José Olaya;LOCAL;DISTRITAL;PROVINCIAL;1
I-139702;200401;PIURA;MORROPON;CHULUCANAS;-5.1048571;-80.1705416;Avenida Perú / Manuel A. Odría;LOCAL;DISTRITAL;PROVINCIAL;1
I-140916;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6598451;-73.3843464;Avenida Los Libertadores / Avenida Malinas;LOCAL;DISTRITAL;PROVINCIAL;1
I-141242;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6497088;-73.3639174;Jirón 28 de Julio / Jirón Bolognesi;LOCAL;DISTRITAL;DISTRITAL;1
I-430326;120905;JUNIN;CHUPACA;HUAMANCACA CHICO;-12.081577;-75.242223;Jirón María Parado de Bellido / Avenida 28 de Julio;VECINAL;PROVINCIAL;DISTRITAL;0
I-440469;150601;LIMA;HUARAL;HUARAL;-11.4850465;-77.2059295;Avenida Los Naturales / Las Rosas;VECINAL;PROVINCIAL;PROVINCIAL;1
I-461335;230110;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;-18.0552698;-70.2432494;Calle César Faucheux / Prolongación Avenida Municipal;VECINAL;PROVINCIAL;DISTRITAL;2
I-464345;040107;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.4600496;-71.5566274;Avenida Paisajista / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-1454;150112;LIMA;LIMA;INDEPENDENCIA;-11.9989257;-77.0581262;Avenida Industrial / Rufino Macedo;LOCAL;DISTRITAL;DISTRITAL;1
I-469057;230101;TACNA;TACNA;TACNA;-18.0329963;-70.2777657;Avenida Litoral / Tres;VECINAL;PROVINCIAL;PROVINCIAL;1
I-14599;080901;CUSCO;LA CONVENCION;SANTA ANA;-12.8574009;-72.6959152;Avenida Francisco Bolognesi / Calle Alameda;LOCAL;DISTRITAL;PROVINCIAL;0
I-146721;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.5899047;-69.1887;15 de Agosto / Jaime Troncoso;LOCAL;DISTRITAL;PROVINCIAL;1
I-146833;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.595943;-69.1802686;Gonzáles Prada / Jirón Puno;LOCAL;DISTRITAL;PROVINCIAL;1
I-146950;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.5962243;-69.1946206;15 de Agosto / Aprímac;LOCAL;DISTRITAL;PROVINCIAL;1
I-147052;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.5921731;-69.2016081;Circuvalación / Jirón Junín;LOCAL;DISTRITAL;PROVINCIAL;1
I-469754;230101;TACNA;TACNA;TACNA;-18.0300542;-70.2704842;Avenida Cristo Rey / Avenida María Parado de Bellido;VECINAL;PROVINCIAL;PROVINCIAL;1
I-471747;230102;TACNA;TACNA;ALTO DE LA ALIANZA;-17.9875398;-70.2440929;Avenida Internacional / Calle José de la Riva Aguero;VECINAL;PROVINCIAL;DISTRITAL;1
I-472371;230104;TACNA;TACNA;CIUDAD NUEVA;-17.9784501;-70.2371953;Avenida Maria Parado de Bellido / Avenida Mariano Necochea;VECINAL;PROVINCIAL;DISTRITAL;1
I-152334;150101;LIMA;LIMA;LIMA;-12.0706369;-77.03157845;Avenida Paseo de la República / Calle Vía Expresa Luis Fernán Bedoya Reyes;LOCAL;DISTRITAL;PROVINCIAL;1
I-152355;211101;PUNO;SAN ROMAN;JULIACA;-15.4770701;-70.1144654;Avenida Daniel Alomias Robles / Santiago Giraldo;LOCAL;DISTRITAL;PROVINCIAL;1
I-152944;211101;PUNO;SAN ROMAN;JULIACA;-15.468729;-70.1408828;Avenida Los Virreyes / Jirón José Bedoya;LOCAL;DISTRITAL;PROVINCIAL;1
I-15321;070104;CALLAO;CALLAO;LA PERLA;-12.0667502;-77.1120697;Calle Carlos Saco / Calle Manuel Ascencio Segura;LOCAL;DISTRITAL;DISTRITAL;1
I-153813;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.167602;-76.945024;Avenida Pedro Tejada / Jirón Progreso;LOCAL;DISTRITAL;DISTRITAL;0
I-153866;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1598887;-76.9393384;Avenida El Triunfo / Calle Ricardo Palma;LOCAL;DISTRITAL;DISTRITAL;1
I-472501;230104;TACNA;TACNA;CIUDAD NUEVA;-17.9817031;-70.2352832;Avenida Internacional / Pasaje Juan Manuel Iturregui;VECINAL;PROVINCIAL;DISTRITAL;0
I-155776;150109;LIMA;LIMA;CIENEGUILLA;-12.1126058;-76.8211433;Jirón José Galvez / Jirón Miguel Grau;LOCAL;DISTRITAL;DISTRITAL;0
I-478443;040107;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.4603201;-71.5561759;Calle 4 / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-51596;150601;LIMA;HUARAL;HUARAL;-11.4871043;-77.2138248;Calle Los Cerezos / Calle Nueva;VECINAL;PROVINCIAL;PROVINCIAL;0
I-54204;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.0923354;-78.9562538;Avenida Trujillo / Calle Zarumilla;VECINAL;PROVINCIAL;DISTRITAL;1
I-157829;150125;LIMA;LIMA;PUENTE PIEDRA;-11.8263645;-77.1125334;Calle Las Begonias / Calle Los Jazmines;LOCAL;DISTRITAL;DISTRITAL;1
I-159406;070101;CALLAO;CALLAO;CALLAO;-12.021431;-77.1368514;Avenida Juan Velasco Alvarado / Jirón Inmaculada Concepción;LOCAL;DISTRITAL;PROVINCIAL;1
I-160108;070106;CALLAO;CALLAO;VENTANILLA;-11.8289444;-77.1589076;Calle 43 / Prolongación Avenida 225;LOCAL;DISTRITAL;DISTRITAL;1
I-55966;150201;LIMA;BARRANCA;BARRANCA;-10.7485737;-77.758657;Jirón Bartolomé de las Casas / Jirón Mariscal Andres Santa Cruz;VECINAL;PROVINCIAL;PROVINCIAL;1
I-160260;070106;CALLAO;CALLAO;VENTANILLA;-11.8292237;-77.157777;Calle 40 / Prolongación Avenida 225;LOCAL;DISTRITAL;DISTRITAL;1
I-160456;080701;CUSCO;CHUMBIVILCAS;SANTO TOMAS;-14.4523997;-72.0827073;Calle 28 de Julio / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;1
I-625714;060807;CAJAMARCA;JAEN;POMAHUACA;-5.9334387;-79.228745;Calle Lenin Cervera Llagenta / Calle San Martín;VECINAL;PROVINCIAL;DISTRITAL;1
I-63663;110102;ICA;ICA;LA TINGUIÑA;-14.0377339;-75.699377;Avenida Los Próceres / Avenida Río de Janeiro;VECINAL;PROVINCIAL;DISTRITAL;1
I-663543;131201;LA LIBERTAD;VIRU;VIRU;-8.4146029;-78.754659;Pasaje Choloque / Pasaje San Carlos;VECINAL;PROVINCIAL;PROVINCIAL;1
I-71991;140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;-6.638952;-79.797091;Calle Juan Gil Casiano / Calle Juan Manuel Sencie;VECINAL;PROVINCIAL;DISTRITAL;0
I-72130;140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;-6.641344;-79.797682;Calle Cahuide / Calle Juan Manuel Sencie;VECINAL;PROVINCIAL;DISTRITAL;0
I-731699;230104;TACNA;TACNA;CIUDAD NUEVA;-17.9815667;-70.2349105;Avenida Internacional / Avenida Maria Parado de Bellido;VECINAL;PROVINCIAL;DISTRITAL;1
I-166510;110501;ICA;PISCO;PISCO;-13.7176968;-76.1972002;Avenida Las Américas / Calle Enrique Mestanza;LOCAL;DISTRITAL;PROVINCIAL;1
I-166514;110501;ICA;PISCO;PISCO;-13.7177793;-76.1958504;Avenida Las Américas / Calle 2;LOCAL;DISTRITAL;PROVINCIAL;0
I-166827;080801;CUSCO;ESPINAR;ESPINAR;-14.7967244;-71.4130351;Calle Víctor Pérez A. / Pasaje José Olaya;LOCAL;DISTRITAL;PROVINCIAL;0
I-745672;230104;TACNA;TACNA;CIUDAD NUEVA;-17.9817506;-70.2257641;Avenida Artesanal A / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-75854;040102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.365769;-71.5243462;Avenida Francisco Mostajo / Calle Mariano Melgar;VECINAL;PROVINCIAL;DISTRITAL;1
I-76275;040117;AREQUIPA;AREQUIPA;SACHACA;-16.417342;-71.5833585;Avenida Progreso / Pasaje San Martín;VECINAL;PROVINCIAL;DISTRITAL;1
I-77232;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3601947;-71.5626588;Avenida Tumbes / Sol Oeste;VECINAL;PROVINCIAL;DISTRITAL;1
I-78959;040129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.4452971;-71.5109901;Primavera / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;1
I-262834;200208;PIURA;AYABACA;SAPILLICA;-4.778181;-79.981768;Calle Arequipa / Calle Ancash;VECINAL;PROVINCIAL;DISTRITAL;0
I-181603;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.781577;-74.967656;Jirón Miguel Iglesias / Jirón Inca Roca;LOCAL;DISTRITAL;PROVINCIAL;0
I-80956;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.4109939;-71.5134547;Avenida los Incas / Calle Malecón Paucarpata / Calle Victoria;VECINAL;PROVINCIAL;DISTRITAL;1
I-82490;040110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.390434;-71.5163236;Avenida Goyeneche / Calle Sánchez Trujillo;VECINAL;PROVINCIAL;DISTRITAL;1
I-828491;230101;TACNA;TACNA;TACNA;-17.994704;-70.252159;Calle Eduardo Pérez Gamboa / Calle Takana;VECINAL;PROVINCIAL;PROVINCIAL;1
I-828495;130107;LA LIBERTAD;TRUJILLO;MOCHE;-8.150675;-79.010571;Pasaje Las Flores / Calle Entrada a La Campiña;VECINAL;PROVINCIAL;DISTRITAL;1
I-172612;150119;LIMA;LIMA;LURIN;-12.3043315;-76.842869;Antigua Panamericana Sur / Calle Acapulco;LOCAL;DISTRITAL;DISTRITAL;1
I-172639;150126;LIMA;LIMA;PUNTA HERMOSA;-12.3095455;-76.837778;Avenida Los Delfines / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-82981;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.4142869;-71.5095311;Calle Prolongación Avenida Jesús / Calle Industrial;VECINAL;PROVINCIAL;DISTRITAL;1
I-172774;150119;LIMA;LIMA;LURIN;-12.294214;-76.8532749;Jirón 28 de Julio / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-173578;150126;LIMA;LIMA;PUNTA HERMOSA;-12.332212;-76.827545;Calle Isla Ballesta / Avenida Sunset;LOCAL;DISTRITAL;DISTRITAL;0
I-86933;230102;TACNA;TACNA;ALTO DE LA ALIANZA;-17.9841457;-70.24424;Avenida Gregorio Albarracín / Calle Víctor Fajardo;VECINAL;PROVINCIAL;DISTRITAL;1
I-175165;070102;CALLAO;CALLAO;BELLAVISTA;-12.0537156;-77.0979222;Avenida Elmer Faucett / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-17540;150105;LIMA;LIMA;BREÑA;-12.0595616;-77.04634;Jirón General Varela / Jirón Rebeca Oquendo;LOCAL;DISTRITAL;DISTRITAL;1
I-259138;100604;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;-8.934488;-76.113422;Avenida Huaraz / Jirón Tupac Amaru;LOCAL;DISTRITAL;DISTRITAL;0
I-330810;110108;ICA;ICA;SALAS;-13.987111;-75.768993;Calle Santa Rosa / Avenida 29 de Abril;LOCAL;DISTRITAL;DISTRITAL;0
I-177617;060301;CAJAMARCA;CELENDIN;CELENDIN;-6.8651057;-78.1441467;Jirón Cáceres / Jirón Unión;LOCAL;DISTRITAL;PROVINCIAL;1
I-92809;150123;LIMA;LIMA;PACHACAMAC;-12.1076586;-76.8753886;Avenida Víctor Malásquez / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-86823;230102;TACNA;TACNA;ALTO DE LA ALIANZA;-17.9889955;-70.2466071;Avenida Internacional / Calle Haití;VECINAL;PROVINCIAL;DISTRITAL;0
